Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","101.6","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","141.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","170.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","119.4","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","171.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","242.3","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","262.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","168.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2010","2010","7021","Annual value","USD","208.1","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","USD","286.7","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2012","2012","7021","Annual value","USD","269.8","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","259","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","220.5","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","174.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","168.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","177.4","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","194.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","184.9","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","190.2","A","Official figure"
"PP","Producer Prices","276","Germany","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","263.3","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","USD","109.6","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2001","2001","7021","Annual value","USD","97.6","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","93","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","135.4","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","105.5","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","105.7","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","117.9","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","287.4","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","232.9","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","183.4","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2010","2010","7021","Annual value","USD","215","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","USD","253.9","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2012","2012","7021","Annual value","USD","282.7","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","265.6","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","170","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","171.4","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","196.5","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","180.7","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","183","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","184.7","A","Official figure"
"PP","Producer Prices","442","Luxembourg","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","171.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1991","1991","7021","Annual value","USD","200.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1992","1992","7021","Annual value","USD","214.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1993","1993","7021","Annual value","USD","163.7","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1994","1994","7021","Annual value","USD","164.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1995","1995","7021","Annual value","USD","186.8","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1996","1996","7021","Annual value","USD","180.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1997","1997","7021","Annual value","USD","136.3","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1998","1998","7021","Annual value","USD","133.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1999","1999","7021","Annual value","USD","135.4","X","Figure from international organizations"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","USD","115","X","Figure from international organizations"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","87.5","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","118.5","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","130.4","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","130.6","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","187.5","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","266.9","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","212.5","A","Official figure"
"PP","Producer Prices","528","Netherlands (Kingdom of the)","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","139.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1991","1991","7021","Annual value","USD","523","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1992","1992","7021","Annual value","USD","533.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1993","1993","7021","Annual value","USD","487.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1994","1994","7021","Annual value","USD","489.9","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1995","1995","7021","Annual value","USD","509.9","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1996","1996","7021","Annual value","USD","436.1","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1997","1997","7021","Annual value","USD","364.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1998","1998","7021","Annual value","USD","358.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","1999","1999","7021","Annual value","USD","330.2","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2000","2000","7021","Annual value","USD","283.6","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2001","2001","7021","Annual value","USD","263.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2002","2002","7021","Annual value","USD","285.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2003","2003","7021","Annual value","USD","344.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2004","2004","7021","Annual value","USD","309.6","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2005","2005","7021","Annual value","USD","278.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2006","2006","7021","Annual value","USD","300.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2007","2007","7021","Annual value","USD","299.1","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2008","2008","7021","Annual value","USD","314.8","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2009","2009","7021","Annual value","USD","292.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2010","2010","7021","Annual value","USD","320.3","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2011","2011","7021","Annual value","USD","343.5","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2012","2012","7021","Annual value","USD","319.9","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","342","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","322","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","328.4","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","320.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","309.7","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","315","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2019","2019","7021","Annual value","USD","304.9","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2020","2020","7021","Annual value","USD","323.8","A","Official figure"
"PP","Producer Prices","756","Switzerland","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","332.7","A","Official figure"
